permit_number,issued_date,site_address,sub_type,work_type,contractor,description,valuation
MI210176,2016-08-08,16101 Gleason Lake Rd,Single Family,Remodel/Alteration,Terrance R Smith,ADD 12 S 27 TO HOUSE REPLACE GARAGE ADD WORK SHOP UPDATE INTERIOR,80000
MI210570,2016-08-08,5950 Bell Cir,Single Family,Remodel/Alteration,SNAP CONSTRUCTION INC,10 x 10 ADDITION TO THE BACK OF THE HOUSE,25000
MI210604,2016-08-08,15308 Mckenzie Blvd,Single Family,Remodel/Alteration,Brendan Bayers,ADDING ON A DECK 14 X 20 WITH STAIRS ABOVE GRADE,12000
MI210684,2016-08-05,11311 K-Tel Dr,Commercial/Ind,Remodel/Alteration,BAUER DESIGN BUILD LLC,DEMO SPACE TO OPEN UP 1ST FLOOR FOR POTENTIAL FUTURE TENANTS PATCH WALLS WHERE DEMOD,35000
MI210875,2016-08-05,17026 Patricia La,Single Family,Maintenance/Repair,J ROBERT ROOFING LLC,Tear Off/Reroof,6240
MI210878,2016-08-05,3631 Sussex Pl,Single Family,Maintenance/Repair,Richard F Prim,Tear Off/Reroof,4999
MI210544,2016-08-05,4900 Kingsberry La,Single Family,Remodel/Alteration,SJ FISHER CONST,BUILD DECK IN BACK OF HOUSE,7600
MI210871,2016-08-05,3624 Robinwood Ter,Single Family,Remodel/Alteration,ASPEN REMODELERS,PUTTING HEADER IN,1800
MI210121,2016-08-04,110 Cheshire La 200,Commercial/Ind,Remodel/Alteration,CRAWFORD MERZ COMPANY,Tenant Finish,104750
MI210803,2016-08-04,16524 Grays Bay Blvd,Single Family,Maintenance/Repair,Les Jones Roofing Inc,Tear Off/Reroof,6855
MI210815,2016-08-04,12911 Lone Oak Dr,Single Family,Maintenance/Repair,NORTHRUP ROOFING AND REMODELINGTear,Off/Reroof,8000
MI210838,2016-08-04,4303 Queens Way,Single Family,Maintenance/Repair,Trinity Exteriors Inc,Tear Off/Reroof,7800
MI210840,2016-08-04,5019 Sparrow Rd,Single Family,Maintenance/Repair,Kuhls Contracting Inc,Tear Off/Reroof,18000
MI210844,2016-08-04,2487 Crowne Hill Rd,Single Family,Maintenance/Repair,Sela Roofing,Tear Off/Reroof,29000
MI210224,2016-08-04,15710 Minnetonka Blvd,Single Family,Remodel/Alteration,Nate K Sherburne,REMODEL EXISTING HOME ADD 20 X 20 ADDITION,76584
MI210546,2016-08-04,3903 Colgate Ave,Single Family,Remodel/Alteration,TOP LINE BUILDERS,KITCHEN REMODEL,10720
MI210633,2016-08-04,16116 Minnetonka Blvd,Single Family,Remodel/Alteration,JCJ CONSTRUCTION INC,MASTER BEDROOM OFFICE GARAGE,60000
MI210709,2016-08-04,11306 Minnetonka Blvd,Single Family,Remodel/Alteration,JP BRENNE BUILDERS INC.,EGRESS WINDOWS - - 2,4000
MI210732,2016-08-04,3412 Oak Ridge Rd 202,Single Family,Remodel/Alteration,THORP CONSTRUCTION,DEMO AND REMOVE KITCHEN AND MASTER BATH KITCHEN NEW OPENING AND DEMO BATHROOM REMODEL WITH SHOWER,30000
MI210749,2016-08-04,4516 Saddlewood Dr,Single Family,Remodel/Alteration,JESSE TREBIL FOUNDATION SYSTEMS,CRACK INJECTION PATCH WALL AND CARBON FIBER STRAPS,3000
MI210755,2016-08-04,2064 Sherwood La,Townhouse Units,Remodel/Alteration,SHEPS CONSTRUCTION INC,INSTALL NEW WINDOWS & PATION DOOR IN PORCH--REPLACE 3 WINDOWS,16000
MI209791,2016-08-03,6060 Clearwater Dr,Commercial/Ind,Remodel/Alteration,H & S BUILDERS OF CHASKA INC,REMODEL INTERIOR SPACE,175000
MI210767,2016-08-03,2508 Tonkawa Tr,Single Family,Maintenance/Repair,Sela Roofing,Tear Off/Reroof,6500
MI210772,2016-08-03,15243 Boulder Creek Dr,Single Family,Maintenance/Repair,Minnesota Remodeling Solutions,Tear Off/Reroof,4275
MI210793,2016-08-03,4767 Barbara Dr,Single Family,Maintenance/Repair,Twin Cities Siding Professionals,Replace Siding,11100
MI210023,2016-08-03,4225 Tonkawood Rd,Single Family,New,"GONYEA HOMES, INC.",New HOME,400000
MI210563,2016-08-03,5264 Crestwood Dr,Single Family,Remodel/Alteration,MPLS REMODELING LLC,CONVERTING BEDROOM INTO HANDICAP BATHROOM,25000
MI210802,2016-08-03,2509 Cedar Hills Dr,Townhouse Units,Maintenance/Repair,Pro Exteriors,Replace Siding,6700
MI210304,2016-08-02,901 Twelve Oaks Ctr Dr,Commercial/Ind,Remodel/Alteration,TWELVE OAKS LIMITED PARTNERSHIP,OFFICE PARTITION WALL,1200
MI209975,2016-08-02,4104 Thomas Ave,Single Family,Maintenance/Repair,AB Hardscape Inc,REMOVE & REPLACE RETAINING WALL IN SAME LOCATION,7500
MI210525,2016-08-02,4708 Shady Oak Rd,Single Family,Maintenance/Repair,GIERTSEN COMPANY,FIRE REPAIRS,87768
MI210734,2016-08-02,12808 March Cir,Single Family,Maintenance/Repair,Minnesota Master Renovations Inc,Replace Siding,4600
MI210735,2016-08-02,12808 March Cir,Single Family,Maintenance/Repair,Minnesota Master Renovations Inc,Replace Siding,4600
MI210056,2016-08-02,4308 Highland Rd,Single Family,Remodel/Alteration,ENERGY EFFICIENT BUILDERS LLC,ADD ADDITION TO EXISTING HOME REMODEL EXISTING,250000
MI210473,2016-08-02,17300 Charmy Downs,Single Family,Remodel/Alteration,DOUG LARSON CONSTRUCTION INC,TEAR DOWN EXISTING DECK SCREEN PORCH BUILD NEW DECK 3 SEASON PORCH,15000
MI210084,2016-08-02,11831 Minnetonka Blvd,Townhouse Units,Remodel/Alteration,Lynne C Hvidsten - Cindy Amberger,Replace EXISTING DECK,9000
MI210439,2016-08-02,10019 Cove Dr,Townhouse Units,Remodel/Alteration,FILLA GREEN DESIGN & BUILD,COMPLETLY DEMO AND REBUILD MASTER BATHROOM ADD WINDOW IN BATHROOM,22000
MI210246,2016-08-01,5607 Green Circle Dr,Commercial/Ind,Remodel/Alteration,TRITON EXTERIORS INC,TEAR OFF OLD DECK AND REPLACE WITH NEW,43000
MI210284,2016-08-01,12301 Whitewater Dr,Commercial/Ind,Remodel/Alteration,MISSION CONSTRUCTION,TENANT IMPROVEMENT,127833
MI210347,2016-08-01,12301 Whitewater Dr,Commercial/Ind,Remodel/Alteration,MISSION CONSTRUCTION,COMMON AREA IMPROVEMENTS,60070
MI210573,2016-08-01,3798 Williston Rd,Commercial/Ind,Remodel/Alteration,ALL COMMERICAL SERVICES,DEMO INTERIOR WALLS,23450
MI210702,2016-08-01,11105 Oak Knoll Ter S,Single Family,Maintenance/Repair,WALKER ROOFING CO,Tear Off/Reroof - - HOUSE-- GARAGE & SHED,7210
MI210703,2016-08-01,17015 Sherwood Rd,Single Family,Maintenance/Repair,Roofs R Us,Tear Off/Reroof,9600
MI210705,2016-08-01,4003 Hull Rd,Single Family,Maintenance/Repair,Roofs R Us,Tear Off/Reroof,12942
MI210706,2016-08-01,11811 Shady Oak La,Single Family,Maintenance/Repair,G N R CONSTRUCTION INC,Tear Off/Reroof-existing home & existing garage,7000
MI210707,2016-08-01,14535 Spring Lake Rd,Single Family,Maintenance/Repair,TODAYS EXTERIORS,Tear Off/Reroof,7850
MI210708,2016-08-01,14510 Wellington Rd,Single Family,Maintenance/Repair,Twin City Exteriors,Replace Siding,17400
MI210724,2016-08-01,14 Westwood Cir,Single Family,Maintenance/Repair,James A Branch,Tear Off/Reroof,2000
MI210332,2016-08-01,15915 Dawn Dr,Single Family,Remodel/Alteration,CRAFTSMANS CHOICE,ADD 4 X 11 ADDITION TO THE BACK OF THE HOUSE,58000
MI210675,2016-07-29,12226 Mari La,Single Family,Maintenance/Repair,Sela Roofing,Tear Off/Reroof,6000
MI210383,2016-07-29,12010 Golden Acre Dr,Single Family,Remodel/Alteration,David Stahl,ATTACHED DECK WITH STAIR TO GRADE625,
MI210407,2016-07-29,16929 Cottage Grove Ave,Single Family,Remodel/Alteration,Stephen J Ruelle,REMOVING LOWER DECK AND REPLACING IT WITH ONE SET OF STAIRS,500
MI210486,2016-07-29,2333 Linner Rd,Single Family,Remodel/Alteration,MERRIGAN CONSTRUCTION,REMOVE ROTTED DECK BOARDS AND REPLACE WITH NEW REMOVE RAILING AND REPLACE WITH NEW,4000
MI210545,2016-07-29,15416 Willowood Dr,Single Family,Remodel/Alteration,UNEEK DESIGNS BUILD AND REMODEL,KITCHEN & MAIN LEVEL REMODEL,41500
MI210551,2016-07-29,11568 Fetterly La,Single Family,Remodel/Alteration,RJC COMPLETE LLC,"WINDOWS, DOORS RESIZE, FRAMING ROOMS",10000
MI207933,2016-07-28,18313 State Hwy No 7,Commercial/Ind,Addition,GREYSTONE CONSTRUCTION COM,ICE ARENA ADDITION TO EXISTING ICE ARENA BUILDING,6000000
MI209963,2016-07-28,130 Cheshire La 202,Commercial/Ind,Remodel/Alteration,MICS CONSTRUCTION,REMODEL KITCHEN/BREAK ROOM,160073
MI210558,2016-07-28,1815 Hopkins Crossroad,Commercial/Ind,Remodel/Alteration,OLYMPIC WALL SYSTEMS,EIFS AND DEMOLITON OF STONE,91295
MI210518,2016-07-28,3838 Cottage La,Single Family,Maintenance/Repair,ART QUALITY RENOVATIONS CORP,INSTALL EGRESS WINDOW,1800
MI210519,2016-07-28,15515 Lake St Extension,Single Family,Maintenance/Repair,GREENE CONSTRUCTION INC,MODIFY EXIST EGRESS WINDOW HEIGHT TO MEET CODE,1600
MI210593,2016-07-28,3423 Larchwood Dr,Single Family,Maintenance/Repair,GARLOCK-FRENCH ROOFING,DISMANTLE CHIMNEY REMOVING CAP AND BOING DOWN 12 COURSES. REMOVE CRACKED FLUE LINES REPLACE WITH N,5476
MI210597,2016-07-28,15017 Highland La,Single Family,Maintenance/Repair,Kuhls Contracting Inc,Tear Off/Reroof,12000
MI210634,2016-07-28,3617 Baker Rd,Single Family,Maintenance/Repair,HAGE CONCRETE WORKS,REPLACE FRONT ENTRANCE STEPS,1750
MI210645,2016-07-28,5736 Scenic Heights Dr,Single Family,Maintenance/Repair,Action Roofing Siding Llc,Tear Off/Reroof,10400
MI209939,2016-07-28,2016 Meeting St,Single Family,Remodel/Alteration,TERRA FIRMA BUILDING AND REMODELING,REMODEL INTERIOR FINISESH SOME WALLS POCKET DOOR STROAGE AREAS ETC,35000
MI210391,2016-07-28,15301 Wayzata Blvd,Single Family,Remodel/Alteration,Alex Henin,2 LEVEL DECK,3200
MI210403,2016-07-28,4315 Avondale St,Single Family,Remodel/Alteration,LINDUS CONSTRUCTION,Replace EXISTING DECK BOARDS AND RAILINGS PER DRAWINGS PROVIDED USING EXISTING FRAME AND FOOTINGS,13000
MI210475,2016-07-28,2216 Country La,Single Family,Remodel/Alteration,INCE HOME SERVICES LLC,NEW DECK,3650
MI210488,2016-07-28,3638 Cardinal Rd,Single Family,Remodel/Alteration,Joshua Schlueter,REMOVE OLD DECK AND REPLACE WITH NEW,8160
MI210524,2016-07-28,16500 Limerick La,Single Family,Remodel/Alteration,DOUG DZURIK CONSTRUCTION INC,"Remove 2 walls,kitchen remodel",48240
MI210618,2016-07-28,1901 Hopkins Crossroad,Single Family,Remodel/Alteration,COTSWOLD HOMES LLC,REPLACING DURAROCK FOR TILE ETC COSMETIC KITCHEN AND BATHROOM,15000
MI210619,2016-07-28,12647 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210620,2016-07-28,12645 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210621,2016-07-28,12643 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210622,2016-07-28,12641 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210623,2016-07-28,12671 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210624,2016-07-28,12669 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210625,2016-07-28,12667 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210626,2016-07-28,12665 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6690
MI210629,2016-07-28,12619 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7049
MI210630,2016-07-28,12621 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7049
MI210631,2016-07-28,12623 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7049
MI210632,2016-07-28,12617 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7049
MI210637,2016-07-28,12609 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210638,2016-07-28,12611 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210639,2016-07-28,12613 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210640,2016-07-28,12615 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210641,2016-07-28,12649 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210642,2016-07-28,12651 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210643,2016-07-28,12653 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210644,2016-07-28,12655 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6660
MI210646,2016-07-28,12601 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210647,2016-07-28,12603 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210648,2016-07-28,12605 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210649,2016-07-28,12607 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210650,2016-07-28,12657 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210651,2016-07-28,12659 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210652,2016-07-28,12661 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI210653,2016-07-28,12663 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,7357
MI209762,2016-07-27,15200 State Hwy No 7,Commercial/Ind,Remodel/Alteration,COPELAND BLDG CORPORATION,REMODEL NEW FINISHES,225000
MI210562,2016-07-27,15623 Randall La,Single Family,Maintenance/Repair,Think Stucco,Replace Siding,1215
MI210566,2016-07-27,26 Kingsview La N,Single Family,Maintenance/Repair,GUARDIAN CONSTRUCTION LLC,Tear Off/Reroof,6100
MI210572,2016-07-27,433 Kenmar Cir Home,Single Family,Maintenance/Repair,Matthew N Magon,Replace Siding,4000
MI210581,2016-07-27,4244 Highview Pl,Single Family,Maintenance/Repair,UNGERMANN CONSTRUCTION INC,Repair PART OF ROOF DUE TO TREE DAMAGE,3000
MI210055,2016-07-27,11470 Cedar Pass,Single Family,Remodel/Alteration,ADVANCED BUILDERS,UPPER LEVEL BEDROOM TURNING IT INTO A BATHROOM LOWER LEVEL BAR AREA TURNING INTO A BATHROOM,50000
MI210334,2016-07-27,3645 Robin La,Single Family,Remodel/Alteration,ROELOFS REMODELING,EXTEND EXISTING GARAGE 18' TO REAR REMODEL EXISTING WALLS,16100
MI210384,2016-07-27,5508 Pompano Dr C,Single Family,Remodel/Alteration,LES JONES ROOFING INC,"REMOVE AND REPLACE DECK RAILING1,500",
MI210557,2016-07-27,5508 Pompano Dr D,Single Family,Remodel/Alteration,LES JONES ROOFING INC,"REMOVE AND REPLACE DECK RAILING1,500",
MI210585,2016-07-27,12625 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210586,2016-07-27,12627 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210587,2016-07-27,12629 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210588,2016-07-27,12631 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210589,2016-07-27,12633 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210590,2016-07-27,12635 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210591,2016-07-27,12637 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI210592,2016-07-27,12639 Sherwood Pl,Townhouse Units,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,6923
MI207937,2016-07-26,13001 Wayzata Blvd,Commercial/Ind,Remodel/Alteration,OVERLAND CONTRACTING INC,ADD 3 ANTENNAS FOR A TOTAL OF 15,10000
MI209375,2016-07-26,2400 Lindbergh Dr,Commercial/Ind,Remodel/Alteration,PETERSON BROTHERS ROOFING,REMOVE THE EXISTING ROOF MEMBRANE ADD ADDITIONAL INSULATION AND COVERBOARD INSTALL NEW ASPHALT ROOF,347800
MI209652,2016-07-26,12233 Wayzata Blvd,Commercial/Ind,Remodel/Alteration,PRM CONTRACTING,TENANT FINISH,90000
MI210533,2016-07-26,17050 Hampton Ct,Single Family,Maintenance/Repair,TONKA ROOFING,Tear Off/Reroof,6500
MI210534,2016-07-26,3132 Minnehaha Ct,Single Family,Maintenance/Repair,TONKA ROOFING,Tear Off/Reroof,7000
MI210547,2016-07-26,2960 Tonkaha Dr,Single Family,Maintenance/Repair,INCLINE ENTERPRISES,Tear Off/Reroof,6500
MI210550,2016-07-26,11568 Fetterly La,Single Family,Maintenance/Repair,RJC COMPLETE LLC,Replace Siding,12500
MI209288,2016-07-26,3604 Shady Oak Rd,Single Family,New,TEN FIVE CUSTOM HOMES,New home,480000
MI210063,2016-07-26,16115 Lake St Extension,Single Family,Remodel/Alteration,Nathan Arachikavitz,"3 STALL GARAGE, MUD ROOM ADDITION BETWEEN EXISTING STRUCTURE AND NEW GARAGE",60187
MI210537,2016-07-26,18208 Woolman Dr,Single Family,Remodel/Alteration,"JACK PIXLEY SWEEPS, INC DBA 1st Choice","ReLINE Chimney CHIMNEY FP USING 11"" STAINLESS STEEL LINER",7895
MI209063,2016-07-25,4525 Williston Rd,Commercial/Ind,Remodel/Alteration,EGAN COMPANY / NIETZ ELECTRIC AND,REMOVE KESTNER AND ELECTR REPLACE 3 ANTENNAS ADD 3 NEW ANTENNAS AND ADD 6 RADIOS,7000
MI209980,2016-07-25,16416 Hidden Valley Rd,Single Family,Maintenance/Repair,PAT HENRY`S PRESTIGE POOLS,New POOL,25000
MI210490,2016-07-25,5724 Cedar La,Single Family,Maintenance/Repair,TO SERVE CONTRACTING LLC,Tear Off/Reroof,17840
MI210491,2016-07-25,14355 Woodhaven Rd,Single Family,Maintenance/Repair,TO SERVE CONTRACTING LLC,Tear Off/Reroof,21528
MI210492,2016-07-25,14421 Karyl Dr,Single Family,Maintenance/Repair,J ROBERT ROOFING LLC,Tear Off/Reroof,7240
MI210502,2016-07-25,2209 Platwood Rd,Single Family,Maintenance/Repair,Property Claim Solutions Llc,Tear Off/Reroof,37600
MI210512,2016-07-25,2501 Cherrywood Rd,Single Family,Maintenance/Repair,Bayport Roofing & Siding,Tear Off/Reroof,6820
MI210517,2016-07-25,12917 Maywood La,Single Family,Maintenance/Repair,Reuter Walton Restoration Llc,Tear Off/Reroof,7000
MI209982,2016-07-25,3618 Favorite Ct,Single Family,New,CAPSTONE HOMES INC,New HOME,300000
MI210118,2016-07-25,16416 Hidden Valley Rd,Single Family,Remodel/Alteration,RIVER CITY RENOVATIONS LLC,INSTALL NEW BATHREOOM IN EXISTING 4 SEASON PORCH INTERIOR WORK ONLY,11500
MI210356,2016-07-25,5920 Bren Cir,Single Family,Remodel/Alteration,PLEKKENPOL BUILDERS,ReMODEL 2 BATHROOMS TURNING INTO 3 BATHROOMS,27300
MI210511,2016-07-25,2363 Meeting Pl,Single Family,Remodel/Alteration,KAL CONSTRUCTION INC,Tear Off/Reroof,32000
MI209952,2016-07-22,16001 Tonkawood Ct,Single Family,Addition,Timothy J Geisler,UPDATE KITCHEN CREATE GREAT ROOM CONCEPT TURN 3 SEASON PORCH INTO LIVING AND ADD ON EXTRA SPACE,35000
MI210463,2016-07-22,13001 Jane La,Single Family,Maintenance/Repair,Superior Exteriors Mn Inc,Tear Off/Reroof,10000
MI210465,2016-07-22,4905 Birchwood La,Single Family,Maintenance/Repair,Superior Exteriors Mn Inc,Replace Siding,5000
MI210466,2016-07-22,2208 Indian Rd W,Single Family,Maintenance/Repair,Torreh Raeker,Tear Off/Reroof,3800
MI210468,2016-07-22,16001 Tonkawood Ct,Single Family,Maintenance/Repair,Craftsmen Home Improvements Inc,Tear Off/Reroof,4900
MI210477,2016-07-22,4100 Pepperwood Tr,Single Family,Maintenance/Repair,Gary T Cobb,Replace Siding,2500
MI209261,2016-07-22,3620 Sunrise Dr E,Single Family,Remodel/Alteration,Brenda Brockman,ADDITION,43079
MI210478,2016-07-22,4061 Wyndham Hill Dr,Townhouse Units,Maintenance/Repair,BILL BLAZEK ROOFING,Tear Off/Reroof,13000
MI210479,2016-07-22,4063 Wyndham Hill Dr,Townhouse Units,Maintenance/Repair,BILL BLAZEK ROOFING,Tear Off/Reroof 0,
MI210445,2016-07-21,5951 Clearwater Dr,Commercial/Ind,Remodel/Alteration,MICS CONSTRUCTION,DEMO FOR RECONSTRUCTION 0,
MI210451,2016-07-21,2419 Emerald Tr,Single Family,Maintenance/Repair,MDS REMODELING LLC,STUCCO REPAIR,8200
MI210331,2016-07-21,5501 Sanibel Dr,Single Family,Remodel/Alteration,GREAT LAKES WINDOW & SIDIN,BATHROOM REMODEL ALT,5700
MI210452,2016-07-21,3610 Westmark Dr,Two Family Residence,Maintenance/Repair,"NEISEN CONSTRUCTION, INC.",Replace Siding,12285
MI210453,2016-07-21,3608 Westmark Dr,Two Family Residence,Maintenance/Repair,"NEISEN CONSTRUCTION, INC.",Replace Siding,10414
MI210406,2016-07-20,16509 Blenheim Way,Single Family,Maintenance/Repair,MOHLER CHIMNEY REPAIR,"CHIMNEY REPAIR FROM ROOF LINE UP3,500",
MI210418,2016-07-20,4652 Deerwood Dr,Single Family,Maintenance/Repair,Built Strong Exteriors Llc,Tear Off/Reroof,9876
MI209105,2016-07-20,14202 Spring Lake Rd,Single Family,Remodel/Alteration,TWO TEACHER CONSTRUCTION INC,Replace EXISTING DECK SAME SIZE SAME LOCATION,14800
MI209656,2016-07-20,5204 Clear Spring Dr,Single Family,Remodel/Alteration,DIGIACOMO HOMES & REMODELING,REMODEL KITCHEN,24000
MI210099,2016-07-20,13515 Westernesse,Single Family,Remodel/Alteration,AUTUMN RIDGE HOMES INC,KITCHEN REMODEL,82000
MI210358,2016-07-19,14741 Minnetonka Dr,Single Family,Maintenance/Repair,Cedar Valley Exteriors Inc,Tear Off/Reroof,7800
MI210368,2016-07-19,16543 Canterbury Dr,Single Family,Maintenance/Repair,GIERTSEN COMPANY,Tear Off/Reroof,8000
MI210378,2016-07-19,5113 Baker Rd,Single Family,Maintenance/Repair,Garlock-french Roofing,Tear Off/Reroof,23670
MI210380,2016-07-19,4031 Victoria St,Single Family,Maintenance/Repair,Lukas A Jensen,"ReMOVE PANELING, INSULATE & SHEET ROCK",1000
MI209290,2016-07-19,5101 Kimberly Rd,Single Family,Remodel/Alteration,MATHEW ROEBER BUILDERS LLC,ADDING MUDROOM TO BACK OF GARAGE AND TYING INTO EXISITNG HOUSE,40000
MI209593,2016-07-19,11470 Cedar Pass,Single Family,Remodel/Alteration,"PERFORMANCE POOL & SPA, INC.",20X44 IN GROUND SWIMMING POOL,15000
MI209937,2016-07-19,1912 Ford Rd,Single Family,Remodel/Alteration,ALJ CONSTRUCTION LLC,REMODEL 1ST FLOOR LEVEL REMOVE ALTER 2 WALLS ADD NEW FLOORING AND KITCHEN,19000
MI210052,2016-07-19,10911 Oak Knoll Ter N,Single Family,Remodel/Alteration,John D Burman,EXTENSION OF EXISTING OUTDOOR DECK,2880
MI210068,2016-07-19,14930 Wellington Rd,Single Family,Remodel/Alteration,SHELTER CONSTRUCTION LLC,ALTERATIONS RENOVATIONS TO 2ND LEVEL MASTER BATH,14260
MI210071,2016-07-19,15709 Highland Heights Dr,Single Family,Remodel/Alteration,David K Buckman,REPLACE PREVIOUS DECK WITH LARGER VERSION AND 2 STAORWAUS,10000
